43261,1.63,-0.38,9.25,4.61,-42.08,0.07,0.07,0.01,-0.21,-8.37,5
43276,1.63,-0.2,6.73,7.08,-42.08,0.12,0.06,0,-0.12,-8.29,4
43294,1.8,0.46,7.03,7.23,-43.12,-0.07,0.05,0,0.28,-8.41,4
43312,1.8,0.34,7.39,6.24,-43.75,-0.1,0.05,0,0.21,-8.79,5
43332,1.54,-0.28,7.93,5.62,-42.08,0.09,0.06,0,-0.16,-8.33,5
43352,1.45,0.01,6.83,7.02,-41.45,0.09,0.06,0,0.01,-8.41,4
43369,1.98,0.66,5.71,7.63,-42.91,-0.18,0.05,0,0.4,-8.7,4
43387,1.98,0.45,8.52,5.3,-43.75,-0.23,0.06,0.01,0.29,-8.71,5
43408,1.89,-0.22,8.06,6.8,-41.66,0,0.07,0,-0.13,-8.33,5
43424,1.8,-0.34,6.88,6.85,-40.61,0.12,0.06,0,-0.21,-8.12,4
43440,1.98,0.08,5.42,7.97,-42.08,0.03,0.05,0,0.04,-8.28,4
43457,2.42,0.53,7.31,6.73,-43.33,-0.13,0.05,0,0.33,-8.58,4
43477,2.07,0.18,8.91,5.72,-42.49,-0.05,0.05,0,0.13,-8.37,4
43492,1.63,-0.23,7.47,5.68,-41.45,0.14,0.06,0,-0.13,-8.08,4
43511,1.98,0.16,6.03,7.95,-41.45,-0.02,0.06,0,0.09,-8.45,5
43526,2.16,0.4,6.99,7.01,-41.66,-0.2,0.06,0,0.25,-8.41,4
43542,1.54,0.05,8.21,5.72,-41.24,-0.12,0.07,0,0.04,-8.12,4
43559,2.16,-0.56,8.14,5.61,-40.19,0.12,0.07,0,-0.33,-8,4
43576,1.72,-0.24,6.65,6.86,-39.98,0.15,0.06,0,-0.15,-7.91,4
43592,1.98,0.36,6.45,7.28,-40.19,-0.08,0.05,0,0.22,-8.2,4
43611,1.89,0.19,8.4,5.16,-41.87,-0.09,0.05,0.01,0.14,-8.21,5
43626,1.8,-0.35,8.77,5.79,-40.4,0.15,0.06,0,-0.2,-8.04,4
43645,1.72,-0.07,5.38,7.99,-39.15,0.12,0.05,0,-0.06,-7.99,4
43665,1.98,0.64,6.77,7.49,-40.61,-0.15,0.05,0,0.39,-8.08,4
43682,2.07,0.51,8.86,5.46,-42.49,-0.21,0.06,0.01,0.34,-8.37,5
